Date,open,high,low,close,adjclose,volume,ingested_at_utc
2019-12-20,56100.0,56500.0,55600.0,56000.0,47851.15625,12095519,2026-02-10 07:00:06.786111+00:00
2019-12-23,56100.0,56400.0,55100.0,55500.0,47423.921875,9839252,2026-02-10 07:00:06.786111+00:00
2019-12-24,55600.0,55700.0,54800.0,55000.0,46996.671875,11868463,2026-02-10 07:00:06.786111+00:00
2019-12-26,54700.0,55400.0,54400.0,55400.0,47338.4609375,9645034,2026-02-10 07:00:06.786111+00:00
2019-12-27,55700.0,56900.0,55500.0,56500.0,48588.87890625,12313056,2026-02-10 07:00:06.786111+00:00
2019-12-30,56200.0,56600.0,55700.0,55800.0,47986.89453125,8356767,2026-02-10 07:00:06.786111+00:00
2020-01-02,55500.0,56000.0,55000.0,55200.0,47470.8984375,12993228,2026-02-10 07:00:06.786111+00:00
2020-01-03,56000.0,56600.0,54900.0,55500.0,47728.89453125,15422255,2026-02-10 07:00:06.786111+00:00
2020-01-06,54900.0,55600.0,54600.0,55500.0,47728.89453125,10278951,2026-02-10 07:00:06.786111+00:00
2020-01-07,55700.0,56400.0,55600.0,55800.0,47986.89453125,10009778,2026-02-10 07:00:06.786111+00:00
2020-01-08,56200.0,57400.0,55900.0,56800.0,48846.86328125,23501171,2026-02-10 07:00:06.786111+00:00
2020-01-09,58400.0,58600.0,57400.0,58600.0,50394.8359375,24102579,2026-02-10 07:00:06.786111+00:00
2020-01-10,58800.0,59700.0,58300.0,59500.0,51168.8203125,16000170,2026-02-10 07:00:06.786111+00:00
2020-01-13,59600.0,60000.0,59100.0,60000.0,51598.80859375,11359139,2026-02-10 07:00:06.786111+00:00
2020-01-14,60400.0,61000.0,59900.0,60000.0,51598.80859375,16906295,2026-02-10 07:00:06.786111+00:00
2020-01-15,59500.0,59600.0,58900.0,59000.0,50738.8125,14300928,2026-02-10 07:00:06.786111+00:00
2020-01-16,59100.0,60700.0,59000.0,60700.0,52200.79296875,14381774,2026-02-10 07:00:06.786111+00:00
2020-01-17,61900.0,62000.0,61000.0,61300.0,52716.77734375,16025661,2026-02-10 07:00:06.786111+00:00
2020-01-20,62000.0,62800.0,61700.0,62400.0,53662.76171875,12528855,2026-02-10 07:00:06.786111+00:00
2020-01-21,62000.0,62400.0,61200.0,61400.0,52802.77734375,11142693,2026-02-10 07:00:06.786111+00:00
2020-01-22,60500.0,62600.0,60400.0,62300.0,53576.76171875,15339565,2026-02-10 07:00:06.786111+00:00
2020-01-23,61800.0,61800.0,60700.0,60800.0,52286.7890625,14916555,2026-02-10 07:00:06.786111+00:00
2020-01-28,59400.0,59400.0,58300.0,58800.0,50566.8359375,23664541,2026-02-10 07:00:06.786111+00:00
2020-01-29,59100.0,59700.0,58800.0,59100.0,50824.8203125,16446102,2026-02-10 07:00:06.786111+00:00
2020-01-30,58800.0,58800.0,56800.0,57200.0,49190.86328125,20821939,2026-02-10 07:00:06.786111+00:00
2020-01-31,57800.0,58400.0,56400.0,56400.0,48502.87890625,19749457,2026-02-10 07:00:06.786111+00:00
2020-02-03,55500.0,57400.0,55200.0,57200.0,49190.86328125,23995260,2026-02-10 07:00:06.786111+00:00
2020-02-04,57100.0,59000.0,56800.0,58900.0,50652.828125,21800192,2026-02-10 07:00:06.786111+00:00
2020-02-05,60000.0,60200.0,58900.0,59500.0,51168.8203125,19278165,2026-02-10 07:00:06.786111+00:00
2020-02-06,60100.0,61100.0,59700.0,61100.0,52544.78515625,14727159,2026-02-10 07:00:06.786111+00:00
2020-02-07,61100.0,61200.0,59700.0,60400.0,51942.80078125,16402493,2026-02-10 07:00:06.786111+00:00
2020-02-10,59200.0,59800.0,59100.0,59700.0,51340.8046875,13107121,2026-02-10 07:00:06.786111+00:00
2020-02-11,59800.0,60700.0,59700.0,59900.0,51512.80859375,11071231,2026-02-10 07:00:06.786111+00:00
2020-02-12,60300.0,60700.0,59700.0,60500.0,52028.796875,12904207,2026-02-10 07:00:06.786111+00:00
2020-02-13,61200.0,61600.0,60500.0,60700.0,52200.79296875,18449775,2026-02-10 07:00:06.786111+00:00
2020-02-14,60900.0,61900.0,60200.0,61800.0,53146.78125,13276067,2026-02-10 07:00:06.786111+00:00
2020-02-17,61600.0,62000.0,61200.0,61500.0,52888.77734375,8740596,2026-02-10 07:00:06.786111+00:00
2020-02-18,60800.0,60900.0,59700.0,59800.0,51426.8125,16674266,2026-02-10 07:00:06.786111+00:00
2020-02-19,59800.0,60400.0,59400.0,60200.0,51770.79296875,12951496,2026-02-10 07:00:06.786111+00:00
2020-02-20,60700.0,61300.0,59600.0,60000.0,51598.80859375,14591924,2026-02-10 07:00:06.786111+00:00
2020-02-21,58800.0,59800.0,58500.0,59200.0,50910.8203125,13777393,2026-02-10 07:00:06.786111+00:00
2020-02-24,57400.0,58100.0,56800.0,56800.0,48846.86328125,25627537,2026-02-10 07:00:06.786111+00:00
2020-02-25,56200.0,58000.0,56200.0,57900.0,49792.83203125,23885408,2026-02-10 07:00:06.786111+00:00
2020-02-26,56000.0,57000.0,56000.0,56500.0,48588.87890625,25483102,2026-02-10 07:00:06.786111+00:00
2020-02-27,56300.0,56900.0,55500.0,55900.0,48072.88671875,23209541,2026-02-10 07:00:06.786111+00:00
2020-02-28,55000.0,55500.0,54200.0,54200.0,46610.921875,30054227,2026-02-10 07:00:06.786111+00:00
2020-03-02,54300.0,55500.0,53600.0,55000.0,47298.90234375,30403412,2026-02-10 07:00:06.786111+00:00
2020-03-03,56700.0,56900.0,55100.0,55400.0,47642.90234375,30330295,2026-02-10 07:00:06.786111+00:00
2020-03-04,54800.0,57600.0,54600.0,57400.0,49362.859375,24765728,2026-02-10 07:00:06.786111+00:00
2020-03-05,57600.0,58000.0,56700.0,57800.0,49706.8515625,21698990,2026-02-10 07:00:06.786111+00:00
2020-03-06,56500.0,57200.0,56200.0,56500.0,48588.87890625,18716656,2026-02-10 07:00:06.786111+00:00
2020-03-09,56500.0,56500.0,56500.0,56500.0,48588.87890625,0,2026-02-10 07:00:06.786111+00:00
2020-03-10,53800.0,54900.0,53700.0,54600.0,46954.91796875,32106554,2026-02-10 07:00:06.786111+00:00
2020-03-11,54300.0,54400.0,52000.0,52100.0,44804.9609375,45707281,2026-02-10 07:00:06.786111+00:00
2020-03-12,52100.0,52100.0,52100.0,52100.0,44804.9609375,0,2026-02-10 07:00:06.786111+00:00
2020-03-13,47450.0,51600.0,46850.0,49950.0,42956.00390625,59462933,2026-02-10 07:00:06.786111+00:00
2020-03-16,50100.0,50900.0,48800.0,48900.0,42053.02734375,33339821,2026-02-10 07:00:06.786111+00:00
2020-03-17,46900.0,49650.0,46700.0,47300.0,40677.05859375,51218151,2026-02-10 07:00:06.786111+00:00
2020-03-18,47750.0,48350.0,45600.0,45600.0,39215.09375,40152623,2026-02-10 07:00:06.786111+00:00
2020-03-19,46400.0,46650.0,42300.0,42950.0,36936.15234375,56925513,2026-02-10 07:00:06.786111+00:00
2020-03-20,44150.0,45500.0,43550.0,45400.0,39043.08984375,49730008,2026-02-10 07:00:06.786111+00:00
2020-03-23,42600.0,43550.0,42400.0,42500.0,36549.16015625,41701626,2026-02-10 07:00:06.786111+00:00
2020-03-24,43850.0,46950.0,43050.0,46950.0,40376.078125,49801908,2026-02-10 07:00:06.786111+00:00
2020-03-25,48950.0,49600.0,47150.0,48650.0,41838.03125,52735922,2026-02-10 07:00:06.786111+00:00
2020-03-26,49000.0,49300.0,47700.0,47800.0,41107.05078125,42185129,2026-02-10 07:00:06.786111+00:00
2020-03-27,49600.0,49700.0,46850.0,48300.0,41537.04296875,39896178,2026-02-10 07:00:06.786111+00:00
2020-03-30,47050.0,48350.0,46550.0,47850.0,41453.8671875,26797395,2026-02-10 07:00:06.786111+00:00
2020-03-31,48000.0,48500.0,47150.0,47750.0,41367.23828125,30654261,2026-02-10 07:00:06.786111+00:00
2020-04-01,47450.0,47900.0,45800.0,45800.0,39677.89453125,27259532,2026-02-10 07:00:06.786111+00:00
2020-04-02,46200.0,46850.0,45350.0,46800.0,40544.22265625,21621076,2026-02-10 07:00:06.786111+00:00
2020-04-03,47400.0,47600.0,46550.0,47000.0,40717.48046875,22784682,2026-02-10 07:00:06.786111+00:00
2020-04-06,47500.0,48800.0,47250.0,48700.0,42190.25,23395726,2026-02-10 07:00:06.786111+00:00
2020-04-07,49650.0,50200.0,49000.0,49600.0,42969.9453125,31524034,2026-02-10 07:00:06.786111+00:00
2020-04-08,49600.0,49750.0,48600.0,48600.0,42103.61328125,25010314,2026-02-10 07:00:06.786111+00:00
2020-04-09,49750.0,49800.0,48700.0,49100.0,42536.78125,22628058,2026-02-10 07:00:06.786111+00:00
2020-04-10,48950.0,49250.0,48650.0,49250.0,42666.734375,17839111,2026-02-10 07:00:06.786111+00:00
2020-04-13,48650.0,48900.0,48300.0,48300.0,41843.72265625,14431800,2026-02-10 07:00:06.786111+00:00
2020-04-14,48800.0,49200.0,48300.0,49000.0,42450.14453125,14206216,2026-02-10 07:00:06.786111+00:00
2020-04-16,49350.0,49350.0,48550.0,49000.0,42450.14453125,23349760,2026-02-10 07:00:06.786111+00:00
2020-04-17,50800.0,52000.0,50300.0,51400.0,44529.34375,32041675,2026-02-10 07:00:06.786111+00:00
2020-04-20,51400.0,51400.0,50000.0,50100.0,43403.109375,21866354,2026-02-10 07:00:06.786111+00:00
2020-04-21,49400.0,49700.0,48700.0,49250.0,42666.734375,27407543,2026-02-10 07:00:06.786111+00:00
2020-04-22,48700.0,50000.0,48350.0,49850.0,43186.53125,18613864,2026-02-10 07:00:06.786111+00:00
2020-04-23,50200.0,50300.0,49500.0,49850.0,43186.53125,18754442,2026-02-10 07:00:06.786111+00:00
2020-04-24,49650.0,49750.0,49000.0,49350.0,42753.359375,15618347,2026-02-10 07:00:06.786111+00:00
2020-04-27,49350.0,50000.0,49100.0,49850.0,43186.53125,14049471,2026-02-10 07:00:06.786111+00:00
2020-04-28,49850.0,50100.0,49300.0,50100.0,43403.109375,16095399,2026-02-10 07:00:06.786111+00:00
2020-04-29,49900.0,50500.0,49600.0,50000.0,43316.4765625,15604533,2026-02-10 07:00:06.786111+00:00
2020-05-04,48900.0,49100.0,48500.0,48500.0,42016.984375,26083749,2026-02-10 07:00:06.786111+00:00
2020-05-06,49000.0,49200.0,48500.0,49200.0,42623.40625,18070225,2026-02-10 07:00:06.786111+00:00
2020-05-07,49200.0,49300.0,48700.0,48800.0,42276.87890625,13884411,2026-02-10 07:00:06.786111+00:00
2020-05-08,49100.0,49350.0,48800.0,48800.0,42276.87890625,15319700,2026-02-10 07:00:06.786111+00:00
2020-05-11,48900.0,49250.0,48300.0,48400.0,41930.34765625,16357743,2026-02-10 07:00:06.786111+00:00
2020-05-12,48400.0,48500.0,47550.0,47900.0,41497.18359375,23433590,2026-02-10 07:00:06.786111+00:00
2020-05-13,47250.0,48550.0,47200.0,48550.0,42060.296875,20223277,2026-02-10 07:00:06.786111+00:00
2020-05-14,47750.0,48100.0,47650.0,48000.0,41583.8203125,19305974,2026-02-10 07:00:06.786111+00:00
2020-05-15,48400.0,48450.0,47700.0,47850.0,41453.8671875,18463118,2026-02-10 07:00:06.786111+00:00
2020-05-18,47950.0,49100.0,47600.0,48800.0,42276.87890625,20481981,2026-02-10 07:00:06.786111+00:00
2020-05-19,50100.0,50500.0,49700.0,50300.0,43576.37109375,25168295,2026-02-10 07:00:06.786111+00:00
2020-05-20,50000.0,50200.0,49800.0,50000.0,43316.4765625,14896899,2026-02-10 07:00:06.786111+00:00
2020-05-21,50300.0,50400.0,49850.0,49950.0,43273.16796875,14949266,2026-02-10 07:00:06.786111+00:00
2020-05-22,49600.0,49800.0,48600.0,48750.0,42233.5703125,19706284,2026-02-10 07:00:06.786111+00:00
2020-05-25,48750.0,48900.0,48450.0,48850.0,42320.203125,14337913,2026-02-10 07:00:06.786111+00:00
2020-05-26,48700.0,49450.0,48600.0,49250.0,42666.734375,15127490,2026-02-10 07:00:06.786111+00:00
2020-05-27,48950.0,50000.0,48800.0,49900.0,43229.84375,19548479,2026-02-10 07:00:06.786111+00:00
2020-05-28,51100.0,51200.0,49900.0,50400.0,43663.015625,31309318,2026-02-10 07:00:06.786111+00:00
2020-05-29,50000.0,50700.0,49700.0,50700.0,43922.90234375,27596961,2026-02-10 07:00:06.786111+00:00
2020-06-01,50800.0,51200.0,50600.0,51200.0,44356.06640625,16949183,2026-02-10 07:00:06.786111+00:00
2020-06-02,51000.0,51500.0,50800.0,51400.0,44529.34375,14247933,2026-02-10 07:00:06.786111+00:00
2020-06-03,51800.0,55000.0,51700.0,54500.0,47214.9609375,49257814,2026-02-10 07:00:06.786111+00:00
2020-06-04,55800.0,57000.0,54600.0,54600.0,47301.58984375,40220334,2026-02-10 07:00:06.786111+00:00
2020-06-05,54400.0,55900.0,54000.0,55500.0,48081.2890625,22743629,2026-02-10 07:00:06.786111+00:00
2020-06-08,56400.0,56500.0,54700.0,54900.0,47561.4921875,25634965,2026-02-10 07:00:06.786111+00:00
2020-06-09,55800.0,56500.0,54400.0,55500.0,48081.2890625,23998831,2026-02-10 07:00:06.786111+00:00
2020-06-10,55100.0,55900.0,54900.0,55400.0,47994.66796875,16742493,2026-02-10 07:00:06.786111+00:00
2020-06-11,54500.0,55100.0,53200.0,54300.0,47041.69140625,33815123,2026-02-10 07:00:06.786111+00:00
2020-06-12,52100.0,52800.0,51500.0,52300.0,45309.04296875,26976019,2026-02-10 07:00:06.786111+00:00
2020-06-15,51400.0,52000.0,49900.0,49900.0,43229.84375,28772921,2026-02-10 07:00:06.786111+00:00
2020-06-16,51200.0,52100.0,50600.0,52100.0,45135.765625,21808375,2026-02-10 07:00:06.786111+00:00
2020-06-17,52100.0,52900.0,51300.0,52200.0,45222.3984375,26672595,2026-02-10 07:00:06.786111+00:00
2020-06-18,52200.0,52300.0,51600.0,52300.0,45309.04296875,15982926,2026-02-10 07:00:06.786111+00:00
2020-06-19,52600.0,52900.0,51600.0,52900.0,45828.8359375,18157985,2026-02-10 07:00:06.786111+00:00
2020-06-22,52000.0,52600.0,51800.0,52000.0,45049.140625,13801350,2026-02-10 07:00:06.786111+00:00
2020-06-23,52500.0,52800.0,51100.0,51400.0,44529.34375,18086152,2026-02-10 07:00:06.786111+00:00
2020-06-24,51900.0,53900.0,51600.0,52900.0,45828.8359375,24519552,2026-02-10 07:00:06.786111+00:00
2020-06-25,52100.0,53000.0,51900.0,51900.0,44962.50390625,18541624,2026-02-10 07:00:06.786111+00:00
2020-06-26,52800.0,53900.0,52200.0,53300.0,46175.36328125,21575360,2026-02-10 07:00:06.786111+00:00
2020-06-29,52500.0,53200.0,52000.0,52400.0,45699.1875,17776925,2026-02-10 07:00:06.786111+00:00
2020-06-30,53900.0,53900.0,52800.0,52800.0,46048.03515625,21157172,2026-02-10 07:00:06.786111+00:00
2020-07-01,53400.0,53600.0,52400.0,52600.0,45873.61328125,16706143,2026-02-10 07:00:06.786111+00:00
2020-07-02,52100.0,52900.0,52100.0,52900.0,46135.24609375,14142583,2026-02-10 07:00:06.786111+00:00
2020-07-03,53000.0,53600.0,52700.0,53600.0,46745.7421875,11887868,2026-02-10 07:00:06.786111+00:00
2020-07-06,54000.0,55000.0,53800.0,55000.0,47966.70703125,19856623,2026-02-10 07:00:06.786111+00:00
2020-07-07,55800.0,55900.0,53400.0,53400.0,46571.30859375,30760032,2026-02-10 07:00:06.786111+00:00
2020-07-08,53600.0,53900.0,52900.0,53000.0,46222.45703125,19664652,2026-02-10 07:00:06.786111+00:00
2020-07-09,53200.0,53600.0,52800.0,52800.0,46048.03515625,17054850,2026-02-10 07:00:06.786111+00:00
2020-07-10,53100.0,53200.0,52300.0,52700.0,45960.82421875,13714746,2026-02-10 07:00:06.786111+00:00
2020-07-13,53300.0,53800.0,53100.0,53400.0,46571.30859375,12240188,2026-02-10 07:00:06.786111+00:00
2020-07-14,53700.0,53800.0,53200.0,53800.0,46920.16015625,14269484,2026-02-10 07:00:06.786111+00:00
2020-07-15,54400.0,55000.0,54300.0,54700.0,47705.05859375,24051450,2026-02-10 07:00:06.786111+00:00
2020-07-16,54800.0,54800.0,53800.0,53800.0,46920.16015625,16779127,2026-02-10 07:00:06.786111+00:00
2020-07-17,54200.0,54700.0,54100.0,54400.0,47443.4375,10096174,2026-02-10 07:00:06.786111+00:00
2020-07-20,54800.0,54800.0,54000.0,54200.0,47269.0078125,10507530,2026-02-10 07:00:06.786111+00:00
2020-07-21,55200.0,55400.0,54800.0,55300.0,48228.34765625,18297260,2026-02-10 07:00:06.786111+00:00
2020-07-22,55300.0,55500.0,54700.0,54700.0,47705.05859375,12885057,2026-02-10 07:00:06.786111+00:00
2020-07-23,54700.0,54700.0,53800.0,54100.0,47181.78515625,16214932,2026-02-10 07:00:06.786111+00:00
2020-07-24,54000.0,54400.0,53700.0,54200.0,47269.0078125,10994535,2026-02-10 07:00:06.786111+00:00
2020-07-27,54300.0,55700.0,54300.0,55600.0,48489.97265625,21054421,2026-02-10 07:00:06.786111+00:00
2020-07-28,57000.0,58800.0,56400.0,58600.0,51106.3359375,48431566,2026-02-10 07:00:06.786111+00:00
2020-07-29,60300.0,60400.0,58600.0,59000.0,51455.1875,36476611,2026-02-10 07:00:06.786111+00:00
2020-07-30,59700.0,60100.0,59000.0,59000.0,51455.1875,19285354,2026-02-10 07:00:06.786111+00:00
2020-07-31,59500.0,59600.0,57700.0,57900.0,50495.85546875,21943345,2026-02-10 07:00:06.786111+00:00
2020-08-03,57800.0,57900.0,56700.0,56800.0,49536.51953125,21158940,2026-02-10 07:00:06.786111+00:00
2020-08-04,57200.0,58100.0,57000.0,57300.0,49972.578125,19419694,2026-02-10 07:00:06.786111+00:00
2020-08-05,57300.0,57500.0,56300.0,56900.0,49623.73828125,17739706,2026-02-10 07:00:06.786111+00:00
2020-08-06,57100.0,58400.0,57100.0,58000.0,50583.0703125,21625874,2026-02-10 07:00:06.786111+00:00
2020-08-07,57900.0,58400.0,57100.0,57500.0,50147.00390625,18751717,2026-02-10 07:00:06.786111+00:00
2020-08-10,57600.0,58300.0,57500.0,57800.0,50408.64453125,17774291,2026-02-10 07:00:06.786111+00:00
2020-08-11,58000.0,59500.0,57800.0,58200.0,50757.4921875,24907912,2026-02-10 07:00:06.786111+00:00
2020-08-12,58200.0,59000.0,57700.0,59000.0,51455.1875,18573934,2026-02-10 07:00:06.786111+00:00
2020-08-13,59400.0,59600.0,58000.0,58700.0,51193.55859375,22089460,2026-02-10 07:00:06.786111+00:00
2020-08-14,58000.0,58400.0,57700.0,58000.0,50583.0703125,15672548,2026-02-10 07:00:06.786111+00:00
2020-08-18,58900.0,59900.0,58000.0,58400.0,50931.921875,25307825,2026-02-10 07:00:06.786111+00:00
2020-08-19,59000.0,59200.0,57800.0,57800.0,50408.64453125,16930719,2026-02-10 07:00:06.786111+00:00
2020-08-20,57600.0,57600.0,55300.0,55400.0,48315.5546875,30386029,2026-02-10 07:00:06.786111+00:00
2020-08-21,56200.0,56900.0,55800.0,55900.0,48751.6171875,21142288,2026-02-10 07:00:06.786111+00:00
2020-08-24,55800.0,56600.0,55400.0,56100.0,48926.0390625,15055896,2026-02-10 07:00:06.786111+00:00
2020-08-25,56400.0,56800.0,56100.0,56400.0,49187.67578125,14021705,2026-02-10 07:00:06.786111+00:00
2020-08-26,56400.0,56500.0,55700.0,56400.0,49187.67578125,17651593,2026-02-10 07:00:06.786111+00:00
2020-08-27,56300.0,56300.0,55600.0,55600.0,48489.97265625,16196568,2026-02-10 07:00:06.786111+00:00
2020-08-28,56100.0,56300.0,55400.0,55400.0,48315.5546875,14619888,2026-02-10 07:00:06.786111+00:00
2020-08-31,56000.0,56100.0,54000.0,54000.0,47094.58984375,32671367,2026-02-10 07:00:06.786111+00:00
2020-09-01,54100.0,54800.0,54100.0,54200.0,47269.0078125,19363117,2026-02-10 07:00:06.786111+00:00
2020-09-02,54600.0,55100.0,54100.0,54400.0,47443.4375,16905723,2026-02-10 07:00:06.786111+00:00
2020-09-03,55600.0,56700.0,55500.0,56400.0,49187.67578125,28384920,2026-02-10 07:00:06.786111+00:00
2020-09-04,55200.0,55800.0,55100.0,55600.0,48489.97265625,22139109,2026-02-10 07:00:06.786111+00:00
2020-09-07,56100.0,57300.0,55800.0,56500.0,49274.890625,18685880,2026-02-10 07:00:06.786111+00:00
2020-09-08,57400.0,58700.0,57200.0,58700.0,51193.55859375,31517520,2026-02-10 07:00:06.786111+00:00
2020-09-09,58200.0,59300.0,57800.0,58400.0,50931.921875,30597399,2026-02-10 07:00:06.786111+00:00
2020-09-10,59900.0,60000.0,59100.0,59200.0,51629.61328125,29923293,2026-02-10 07:00:06.786111+00:00
2020-09-11,59300.0,59400.0,58200.0,59000.0,51455.1875,16017098,2026-02-10 07:00:06.786111+00:00
2020-09-14,60200.0,60800.0,59900.0,60400.0,52676.16796875,20648281,2026-02-10 07:00:06.786111+00:00
2020-09-15,60900.0,61000.0,60500.0,61000.0,53199.43359375,17877075,2026-02-10 07:00:06.786111+00:00
2020-09-16,61100.0,61300.0,60600.0,61000.0,53199.43359375,17041444,2026-02-10 07:00:06.786111+00:00
2020-09-17,60700.0,60800.0,59300.0,59500.0,51891.25390625,25108356,2026-02-10 07:00:06.786111+00:00
2020-09-18,59800.0,59900.0,59100.0,59300.0,51716.8203125,18884571,2026-02-10 07:00:06.786111+00:00
2020-09-21,59100.0,60000.0,59000.0,59200.0,51629.61328125,15140387,2026-02-10 07:00:06.786111+00:00
2020-09-22,59100.0,59700.0,57800.0,58200.0,50757.4921875,20830381,2026-02-10 07:00:06.786111+00:00
2020-09-23,58400.0,58800.0,57400.0,58600.0,51106.3359375,20111398,2026-02-10 07:00:06.786111+00:00
2020-09-24,57700.0,58600.0,57600.0,57800.0,50408.64453125,17564020,2026-02-10 07:00:06.786111+00:00
2020-09-25,57700.0,58200.0,57700.0,57900.0,50495.85546875,11444683,2026-02-10 07:00:06.786111+00:00
2020-09-28,58300.0,58800.0,57900.0,58200.0,51069.73046875,12614080,2026-02-10 07:00:06.786111+00:00
2020-09-29,58300.0,59000.0,58200.0,58200.0,51069.73046875,15503563,2026-02-10 07:00:06.786111+00:00
2020-10-05,57500.0,59200.0,57500.0,58700.0,51508.48046875,20228289,2026-02-10 07:00:06.786111+00:00
2020-10-06,59400.0,59900.0,58700.0,59000.0,51771.71875,14463826,2026-02-10 07:00:06.786111+00:00
2020-10-07,58700.0,59900.0,58500.0,59900.0,52561.4609375,14861838,2026-02-10 07:00:06.786111+00:00
2020-10-08,60500.0,60700.0,59500.0,59700.0,52385.96484375,24589924,2026-02-10 07:00:06.786111+00:00
2020-10-12,60000.0,60400.0,59900.0,60400.0,53000.21484375,16145837,2026-02-10 07:00:06.786111+00:00
2020-10-13,61000.0,61400.0,60400.0,60900.0,53438.9453125,19247631,2026-02-10 07:00:06.786111+00:00
2020-10-14,61000.0,61100.0,60500.0,60900.0,53438.9453125,16086716,2026-02-10 07:00:06.786111+00:00
2020-10-15,60700.0,60800.0,59700.0,60000.0,52649.2109375,17756232,2026-02-10 07:00:06.786111+00:00
2020-10-16,60000.0,60400.0,59000.0,59500.0,52210.47265625,16554190,2026-02-10 07:00:06.786111+00:00
2020-10-19,59600.0,60200.0,59500.0,60000.0,52649.2109375,14474985,2026-02-10 07:00:06.786111+00:00
2020-10-20,60300.0,60900.0,60100.0,60900.0,53438.9453125,19326115,2026-02-10 07:00:06.786111+00:00
2020-10-21,61200.0,61500.0,60600.0,60900.0,53438.9453125,15703443,2026-02-10 07:00:06.786111+00:00
2020-10-22,60300.0,60500.0,59800.0,60100.0,52736.953125,14294095,2026-02-10 07:00:06.786111+00:00
2020-10-23,60400.0,60400.0,59800.0,60200.0,52824.703125,9322232,2026-02-10 07:00:06.786111+00:00
2020-10-26,60400.0,61100.0,60100.0,60400.0,53000.21484375,13268226,2026-02-10 07:00:06.786111+00:00
2020-10-27,60300.0,60300.0,59500.0,59800.0,52473.71875,17260416,2026-02-10 07:00:06.786111+00:00
2020-10-28,59400.0,59400.0,58800.0,59000.0,51771.71875,14428882,2026-02-10 07:00:06.786111+00:00
2020-10-29,58200.0,58500.0,57500.0,58100.0,50981.9765625,22636966,2026-02-10 07:00:06.786111+00:00
2020-10-30,58000.0,58000.0,56600.0,56600.0,49665.75,26907844,2026-02-10 07:00:06.786111+00:00
2020-11-02,56400.0,57500.0,56000.0,57400.0,50367.73828125,20489076,2026-02-10 07:00:06.786111+00:00
2020-11-03,57900.0,58900.0,57600.0,58800.0,51596.2265625,14950919,2026-02-10 07:00:06.786111+00:00
2020-11-04,58900.0,59000.0,57800.0,58500.0,51332.984375,21718561,2026-02-10 07:00:06.786111+00:00
2020-11-05,59000.0,60300.0,58800.0,60300.0,52912.4609375,20639475,2026-02-10 07:00:06.786111+00:00
2020-11-06,60700.0,60800.0,59600.0,60100.0,52736.953125,16910230,2026-02-10 07:00:06.786111+00:00
2020-11-09,60700.0,60900.0,60100.0,60200.0,52824.703125,15892961,2026-02-10 07:00:06.786111+00:00
2020-11-10,60500.0,60500.0,59500.0,60200.0,52824.703125,19073552,2026-02-10 07:00:06.786111+00:00
2020-11-11,60700.0,61400.0,60400.0,61300.0,53789.9375,25628510,2026-02-10 07:00:06.786111+00:00
2020-11-12,61000.0,61400.0,60700.0,61000.0,53526.69921875,19800573,2026-02-10 07:00:06.786111+00:00
2020-11-13,61300.0,63200.0,61000.0,63200.0,55457.1640625,31508829,2026-02-10 07:00:06.786111+00:00
2020-11-16,64000.0,66700.0,63900.0,66300.0,58177.375,36354334,2026-02-10 07:00:06.786111+00:00
2020-11-17,67000.0,67000.0,65600.0,65700.0,57650.890625,30204089,2026-02-10 07:00:06.786111+00:00
2020-11-18,65700.0,66200.0,64700.0,64800.0,56861.14453125,22963790,2026-02-10 07:00:06.786111+00:00
2020-11-19,64100.0,64800.0,63900.0,64600.0,56685.640625,16590290,2026-02-10 07:00:06.786111+00:00
2020-11-20,63900.0,65200.0,63900.0,64700.0,56773.390625,15068682,2026-02-10 07:00:06.786111+00:00
2020-11-23,64800.0,67800.0,64700.0,67500.0,59230.3671875,27134398,2026-02-10 07:00:06.786111+00:00
2020-11-24,67900.0,69500.0,67000.0,67700.0,59405.859375,32158235,2026-02-10 07:00:06.786111+00:00
2020-11-25,67900.0,68300.0,66500.0,66600.0,58440.62109375,32447065,2026-02-10 07:00:06.786111+00:00
2020-11-26,66100.0,68000.0,66000.0,68000.0,59669.10546875,19023323,2026-02-10 07:00:06.786111+00:00
2020-11-27,68000.0,68400.0,67600.0,68200.0,59844.61328125,14063434,2026-02-10 07:00:06.786111+00:00
2020-11-30,68400.0,68600.0,66700.0,66700.0,58528.375,43811016,2026-02-10 07:00:06.786111+00:00
2020-12-01,67100.0,68300.0,67100.0,67800.0,59493.61328125,22327173,2026-02-10 07:00:06.786111+00:00
2020-12-02,68400.0,69900.0,68300.0,69500.0,60985.34375,29703942,2026-02-10 07:00:06.786111+00:00
2020-12-03,70100.0,70500.0,69300.0,69700.0,61160.828125,23677989,2026-02-10 07:00:06.786111+00:00
2020-12-04,70400.0,72100.0,70100.0,71500.0,62740.3125,28130533,2026-02-10 07:00:06.786111+00:00
2020-12-07,72400.0,73500.0,71900.0,72900.0,63968.78515625,28490496,2026-02-10 07:00:06.786111+00:00
2020-12-08,72200.0,72900.0,71600.0,71700.0,62915.8046875,25000338,2026-02-10 07:00:06.786111+00:00
2020-12-09,72100.0,73900.0,72000.0,73900.0,64846.28125,24077996,2026-02-10 07:00:06.786111+00:00
2020-12-10,72700.0,73800.0,72500.0,72900.0,63968.78515625,39882928,2026-02-10 07:00:06.786111+00:00
2020-12-11,73500.0,73800.0,73100.0,73400.0,64407.54296875,18486672,2026-02-10 07:00:06.786111+00:00
